case,problem,num_cores,makespan,speedup,added_copy_bytes,cache_hit_rate,n_subgraphs,plan
case_093,3,2,37827,1.9617,8192,0.0,2,results\final_plans\p3\n2\case_093_multicore_res.json
case_093,3,3,25103,2.956,16384,0.0,3,results\final_plans\p3\n3\case_093_multicore_res.json
case_093,3,4,19779,3.7517,24576,0.0,4,results\final_plans\p3\n4\case_093_multicore_res.json
case_093,3,5,15876,4.674,32768,0.0,5,results\final_plans\p3\n5\case_093_multicore_res.json
case_094,1,2,47453,1.9997,106272,,2,results\final_plans\p1\n2\case_094_multicore_res.json
case_094,1,3,34069,2.7853,212544,,3,results\final_plans\p1\n3\case_094_multicore_res.json
case_094,1,4,24860,3.8171,318816,,4,results\final_plans\p1\n4\case_094_multicore_res.json
case_094,1,5,21487,4.4163,425088,,5,results\final_plans\p1\n5\case_094_multicore_res.json
case_094,2,2,43732,2.1699,114464,,647,results\final_plans\p2\n2\case_094_multicore_res.json
case_094,2,3,26678,3.5569,212544,,647,results\final_plans\p2\n3\case_094_multicore_res.json
case_094,2,4,20127,4.7147,318528,,647,results\final_plans\p2\n4\case_094_multicore_res.json
case_094,2,5,19539,4.8565,425088,,647,results\final_plans\p2\n5\case_094_multicore_res.json
case_094,3,2,43732,2.1699,114464,0.13516338431070524,647,results\final_plans\p3\n2\case_094_multicore_res.json
case_094,3,3,26678,3.5569,212544,0.20073931963876282,647,results\final_plans\p3\n3\case_094_multicore_res.json
case_094,3,4,20121,4.7161,318528,0.07268160272252157,647,results\final_plans\p3\n4\case_094_multicore_res.json
case_094,3,5,19192,4.9444,425088,0.2391389711919466,647,results\final_plans\p3\n5\case_094_multicore_res.json
case_095,1,2,1042890,1.9991,0,,2,results\final_plans\p1\n2\case_095_multicore_res.json
case_095,1,3,663480,3.1423,16330752,,9,results\final_plans\p1\n3\case_095_multicore_res.json
case_095,1,4,518918,4.0177,18284544,,12,results\final_plans\p1\n4\case_095_multicore_res.json
case_095,1,5,420852,4.9539,0,,5,results\final_plans\p1\n5\case_095_multicore_res.json
case_095,2,2,1042890,1.9991,0,,2,results\final_plans\p2\n2\case_095_multicore_res.json
case_095,2,3,673706,3.0946,16330752,,9,results\final_plans\p2\n3\case_095_multicore_res.json
case_095,2,4,524422,3.9755,0,,4,results\final_plans\p2\n4\case_095_multicore_res.json
case_095,2,5,420852,4.9539,0,,5,results\final_plans\p2\n5\case_095_multicore_res.json
case_095,3,2,1042890,1.9991,0,0.0,2,results\final_plans\p3\n2\case_095_multicore_res.json
case_095,3,3,673706,3.0946,16330752,0.0,9,results\final_plans\p3\n3\case_095_multicore_res.json
case_095,3,4,524422,3.9755,0,0.0,4,results\final_plans\p3\n4\case_095_multicore_res.json
case_095,3,5,420852,4.9539,0,0.0,5,results\final_plans\p3\n5\case_095_multicore_res.json
case_096,1,2,44237,1.9032,0,,2,results\final_plans\p1\n2\case_096_multicore_res.json
case_096,1,3,43628,1.9298,177552,,6,results\final_plans\p1\n3\case_096_multicore_res.json
case_096,1,4,40892,2.0589,822252,,25,results\final_plans\p1\n4\case_096_multicore_res.json
case_096,1,5,39895,2.1104,1177710,,38,results\final_plans\p1\n5\case_096_multicore_res.json
case_096,2,2,40994,2.0538,124748,,1198,results\final_plans\p2\n2\case_096_multicore_res.json
case_096,2,3,33260,2.5314,125704,,5,results\final_plans\p2\n3\case_096_multicore_res.json
case_096,2,4,26984,3.1201,0,,4,results\final_plans\p2\n4\case_096_multicore_res.json
case_096,2,5,25104,3.3538,597692,,34,results\final_plans\p2\n5\case_096_multicore_res.json
case_096,3,2,40994,2.0538,124748,0.317323478665799,1198,results\final_plans\p3\n2\case_096_multicore_res.json
case_096,3,3,33260,2.5314,125704,0.3203857223684534,5,results\final_plans\p3\n3\case_096_multicore_res.json
case_096,3,4,26984,3.1201,0,0.0,4,results\final_plans\p3\n4\case_096_multicore_res.json
case_096,3,5,24477,3.4397,965588,0.5114300055233651,40,results\final_plans\p3\n5\case_096_multicore_res.json
case_097,1,2,5156692,2.2285,11927552,,8,results\final_plans\p1\n2\case_097_multicore_res.json
case_097,1,3,3577028,3.2126,29818880,,64,results\final_plans\p1\n3\case_097_multicore_res.json
case_097,1,4,2583836,4.4475,14483456,,16,results\final_plans\p1\n4\case_097_multicore_res.json
case_097,1,5,2102348,5.466,21311488,,5,results\final_plans\p1\n5\case_097_multicore_res.json
case_097,2,2,5478142,2.0977,14655488,,14,results\final_plans\p2\n2\case_097_multicore_res.json
case_097,2,3,3568148,3.2206,18454528,,6,results\final_plans\p2\n3\case_097_multicore_res.json
case_097,2,4,2626908,4.3745,14221312,,4,results\final_plans\p2\n4\case_097_multicore_res.json
case_097,2,5,2102348,5.466,21311488,,5,results\final_plans\p2\n5\case_097_multicore_res.json
case_097,3,2,5477830,2.0978,14655488,0.04955947136563876,14,results\final_plans\p3\n2\case_097_multicore_res.json
case_097,3,3,3563647,3.2246,18454528,0.3002159827213823,6,results\final_plans\p3\n3\case_097_multicore_res.json
case_097,3,4,2626908,4.3745,14221312,0.041666666666666664,4,results\final_plans\p3\n4\case_097_multicore_res.json
case_097,3,5,2102250,5.4663,21311488,0.24523466282236103,5,results\final_plans\p3\n5\case_097_multicore_res.json
case_098,1,2,111270,1.5946,245764,,3,results\final_plans\p1\n2\case_098_multicore_res.json
case_098,1,3,82843,2.1418,2377992,,21,results\final_plans\p1\n3\case_098_multicore_res.json
case_098,1,4,82843,2.1418,2377992,,21,results\final_plans\p1\n4\case_098_multicore_res.json
case_098,1,5,75917,2.3372,1614026,,28,results\final_plans\p1\n5\case_098_multicore_res.json
case_098,2,2,89756,1.9768,0,,2,results\final_plans\p2\n2\case_098_multicore_res.json
case_098,2,3,64508,2.7505,1341690,,1365,results\final_plans\p2\n3\case_098_multicore_res.json
case_098,2,4,64508,2.7505,1341690,,1365,results\final_plans\p2\n4\case_098_multicore_res.json
case_098,2,5,61487,2.8857,1328312,,1365,results\final_plans\p2\n5\case_098_multicore_res.json
case_098,3,2,89756,1.9768,0,0.0,2,results\final_plans\p3\n2\case_098_multicore_res.json
case_098,3,3,64155,2.7656,1341690,0.2908571735609509,1365,results\final_plans\p3\n3\case_098_multicore_res.json
case_098,3,4,64155,2.7656,1341690,0.2908571735609509,1365,results\final_plans\p3\n4\case_098_multicore_res.json
case_098,3,5,57218,3.1009,2014572,0.3473051584571837,1365,results\final_plans\p3\n5\case_098_multicore_res.json
case_099,1,2,810196,2.0032,7315456,,2,results\final_plans\p1\n2\case_099_multicore_res.json
case_099,1,3,542088,2.994,6660096,,6,results\final_plans\p1\n3\case_099_multicore_res.json
case_099,1,4,407859,3.9793,9818112,,4,results\final_plans\p1\n4\case_099_multicore_res.json
case_099,1,5,337370,4.8107,6799360,,5,results\final_plans\p1\n5\case_099_multicore_res.json
case_099,2,2,810196,2.0032,7315456,,2,results\final_plans\p2\n2\case_099_multicore_res.json
case_099,2,3,541232,2.9987,6590464,,6,results\final_plans\p2\n3\case_099_multicore_res.json
case_099,2,4,405864,3.9989,9782400,,16,results\final_plans\p2\n4\case_099_multicore_res.json
case_099,2,5,336006,4.8303,7528448,,10,results\final_plans\p2\n5\case_099_multicore_res.json
case_099,3,2,805721,2.0143,7315456,0.45372079120422115,2,results\final_plans\p3\n2\case_099_multicore_res.json
case_099,3,3,540032,3.0054,6590464,0.36329662240593413,6,results\final_plans\p3\n3\case_099_multicore_res.json
case_099,3,4,404548,4.0119,9818112,0.5833074260606438,4,results\final_plans\p3\n4\case_099_multicore_res.json
case_099,3,5,327016,4.9631,10776576,0.5496124478295155,5,results\final_plans\p3\n5\case_099_multicore_res.json
case_100,1,2,102535,1.4748,760332,,5,results\final_plans\p1\n2\case_100_multicore_res.json
case_100,1,3,86479,1.7487,1061904,,7,results\final_plans\p1\n3\case_100_multicore_res.json
case_100,1,4,58085,2.6035,0,,4,results\final_plans\p1\n4\case_100_multicore_res.json
case_100,1,5,58085,2.6035,0,,4,results\final_plans\p1\n5\case_100_multicore_res.json
case_100,2,2,85674,1.7651,306188,,8,results\final_plans\p2\n2\case_100_multicore_res.json
case_100,2,3,57948,2.6096,0,,3,results\final_plans\p2\n3\case_100_multicore_res.json
case_100,2,4,52261,2.8936,1534220,,1394,results\final_plans\p2\n4\case_100_multicore_res.json
case_100,2,5,52261,2.8936,1534220,,1394,results\final_plans\p2\n5\case_100_multicore_res.json
case_100,3,2,85674,1.7651,306188,0.40758821653124006,8,results\final_plans\p3\n2\case_100_multicore_res.json
case_100,3,3,57948,2.6096,0,0.0,3,results\final_plans\p3\n3\case_100_multicore_res.json
case_100,3,4,51098,2.9595,1534220,0.4788986542898439,1394,results\final_plans\p3\n4\case_100_multicore_res.json
case_100,3,5,48488,3.1188,2061936,0.6268014444205013,1394,results\final_plans\p3\n5\case_100_multicore_res.json
